event_id,mandate_id,customer_id,bank,mandate_type,segment,event_ts,billing_cycle,amount,mandate_reliability,raw_error_code,true_cause
EVT-42-00138,MND-00136,CUST-00136,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-20 21:50:40+00:00,2026-08,499,0.602,U14,insufficient_funds
EVT-42-00139,MND-00059,CUST-00059,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-23 23:46:40+00:00,2026-07,499,0.948,U14,insufficient_funds
EVT-42-00140,MND-00040,CUST-00040,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-11 01:36:39+00:00,2026-08,499,0.682,U14,insufficient_funds
EVT-42-00141,MND-00007,CUST-00007,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-30 19:28:49+00:00,2026-08,499,0.887,MANDATE_REVOKED_BY_PAYER,mandate_revoked
EVT-42-00142,MND-00001,CUST-00001,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-19 04:24:10+00:00,2026-07,2999,0.651,MANDATE_SUSPENDED,mandate_paused
EVT-42-00143,MND-00053,CUST-00053,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-07 23:14:58+00:00,2026-08,199,0.762,U14,insufficient_funds
EVT-42-00144,MND-00133,CUST-00133,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-19 20:18:53+00:00,2026-08,499,0.649,U14,insufficient_funds
EVT-42-00145,MND-00075,CUST-00075,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-31 21:20:42+00:00,2026-07,199,0.774,U69,bank_downtime
EVT-42-00146,MND-00128,CUST-00128,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-07 07:02:59+00:00,2026-08,499,0.884,MANDATE_REVOKED_BY_PAYER,mandate_revoked
EVT-42-00147,MND-00014,CUST-00014,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-29 09:07:00+00:00,2026-08,2999,0.861,U14,insufficient_funds
EVT-42-00148,MND-00013,CUST-00013,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-27 12:35:17+00:00,2026-07,199,0.589,U30,bank_downtime
EVT-42-00149,MND-00120,CUST-00120,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-12 18:12:03+00:00,2026-08,499,0.603,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00150,MND-00015,CUST-00015,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-30 21:52:03+00:00,2026-07,199,0.749,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00151,MND-00007,CUST-00007,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-21 10:20:21+00:00,2026-07,4999,0.887,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00152,MND-00058,CUST-00058,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-03 18:27:47+00:00,2026-08,2999,0.623,UMN,mandate_revoked
EVT-42-00153,MND-00133,CUST-00133,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-31 09:50:08+00:00,2026-07,499,0.649,UMN,mandate_revoked
EVT-42-00154,MND-00099,CUST-00099,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-19 07:30:03+00:00,2026-08,199,0.771,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00155,MND-00014,CUST-00014,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-20 03:36:49+00:00,2026-08,199,0.861,MANDATE_SUSPENDED,mandate_paused
EVT-42-00156,MND-00120,CUST-00120,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-12 12:08:40+00:00,2026-08,999,0.603,MANDATE_SUSPENDED,mandate_paused
EVT-42-00157,MND-00121,CUST-00121,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-23 23:53:11+00:00,2026-07,2999,0.907,U14,insufficient_funds
EVT-42-00158,MND-00115,CUST-00115,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-07 17:15:51+00:00,2026-08,999,0.591,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00159,MND-00129,CUST-00129,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-15 03:31:09+00:00,2026-08,4999,0.968,UMN,mandate_revoked
EVT-42-00160,MND-00034,CUST-00034,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-26 11:12:08+00:00,2026-07,499,0.743,U14,insufficient_funds
EVT-42-00161,MND-00141,CUST-00141,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-23 09:08:29+00:00,2026-07,499,0.896,MANDATE_SUSPENDED,mandate_paused
EVT-42-00162,MND-00046,CUST-00046,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-21 13:00:45+00:00,2026-07,999,0.736,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00163,MND-00115,CUST-00115,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-17 20:05:39+00:00,2026-08,499,0.591,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00164,MND-00083,CUST-00083,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-30 02:28:45+00:00,2026-07,4999,0.839,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00165,MND-00112,CUST-00112,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-04 05:26:59+00:00,2026-08,199,0.882,U90,technical_decline
EVT-42-00166,MND-00090,CUST-00090,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-10 00:06:57+00:00,2026-08,999,0.649,U68,technical_decline
EVT-42-00167,MND-00092,CUST-00092,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-13 03:28:06+00:00,2026-08,999,0.789,U14,insufficient_funds
EVT-42-00168,MND-00088,CUST-00088,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-25 17:00:47+00:00,2026-08,199,0.596,UMN,mandate_revoked
EVT-42-00169,MND-00112,CUST-00112,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-18 17:53:52+00:00,2026-08,999,0.882,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00170,MND-00106,CUST-00106,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-06 18:02:12+00:00,2026-08,999,0.933,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00171,MND-00019,CUST-00019,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-22 01:56:57+00:00,2026-07,499,0.849,AUTH_TIMEOUT,authentication_failure
EVT-42-00172,MND-00118,CUST-00118,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-23 10:38:01+00:00,2026-07,199,0.953,U14,insufficient_funds
EVT-42-00173,MND-00077,CUST-00077,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-22 13:05:35+00:00,2026-08,199,0.559,U69,bank_downtime
EVT-42-00174,MND-00046,CUST-00046,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-31 00:45:43+00:00,2026-07,199,0.736,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00175,MND-00074,CUST-00074,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-27 09:31:05+00:00,2026-08,999,0.693,AUTH_TIMEOUT,authentication_failure
EVT-42-00176,MND-00139,CUST-00139,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-31 02:10:26+00:00,2026-07,199,0.8,U69,bank_downtime
EVT-42-00177,MND-00123,CUST-00123,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-15 00:22:07+00:00,2026-08,4999,0.627,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00178,MND-00120,CUST-00120,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-10 22:05:36+00:00,2026-08,499,0.603,U14,insufficient_funds
EVT-42-00179,MND-00066,CUST-00066,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-29 15:19:24+00:00,2026-07,2999,0.887,U30,bank_downtime
EVT-42-00180,MND-00112,CUST-00112,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-11 06:22:51+00:00,2026-08,2999,0.882,U14,insufficient_funds
EVT-42-00181,MND-00055,CUST-00055,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-25 04:29:04+00:00,2026-07,999,0.612,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00182,MND-00098,CUST-00098,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-06 20:26:11+00:00,2026-08,4999,0.675,U69,bank_downtime
EVT-42-00183,MND-00092,CUST-00092,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-17 16:21:31+00:00,2026-07,199,0.789,U54,authentication_failure
EVT-42-00184,MND-00035,CUST-00035,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-02 10:50:38+00:00,2026-08,499,0.667,AUTH_TIMEOUT,authentication_failure
EVT-42-00185,MND-00038,CUST-00038,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-17 04:49:08+00:00,2026-08,499,0.746,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00186,MND-00008,CUST-00008,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-27 21:17:20+00:00,2026-07,199,0.836,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00187,MND-00020,CUST-00020,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-12 09:34:57+00:00,2026-08,499,0.742,UMN,mandate_revoked
EVT-42-00188,MND-00062,CUST-00062,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-06 16:53:08+00:00,2026-08,499,0.804,U69,bank_downtime
EVT-42-00189,MND-00068,CUST-00068,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-24 18:48:27+00:00,2026-08,2999,0.759,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00190,MND-00023,CUST-00023,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-25 11:37:50+00:00,2026-08,499,0.821,U90,technical_decline
EVT-42-00191,MND-00060,CUST-00060,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-05 14:03:49+00:00,2026-08,4999,0.8,gateway declined: reason unclear,unknown
EVT-42-00192,MND-00087,CUST-00087,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-22 08:44:35+00:00,2026-08,2999,0.881,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00193,MND-00033,CUST-00033,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-17 16:22:37+00:00,2026-07,4999,0.858,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00194,MND-00048,CUST-00048,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-23 04:14:29+00:00,2026-07,199,0.801,MANDATE_SUSPENDED,mandate_paused
EVT-42-00195,MND-00052,CUST-00052,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-30 22:07:32+00:00,2026-07,4999,0.568,PER_TXN_LIMIT_EXCEEDED,payer_limit_exceeded
EVT-42-00196,MND-00072,CUST-00072,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-28 03:18:54+00:00,2026-07,2999,0.754,U14,insufficient_funds
EVT-42-00197,MND-00052,CUST-00052,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-04 23:17:03+00:00,2026-08,4999,0.568,M014,mandate_paused
EVT-42-00198,MND-00106,CUST-00106,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-28 06:20:19+00:00,2026-08,499,0.933,U30,bank_downtime
EVT-42-00199,MND-00047,CUST-00047,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-13 15:41:05+00:00,2026-08,4999,0.82,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00200,MND-00062,CUST-00062,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-08 14:48:00+00:00,2026-08,999,0.804,UMN,mandate_revoked
EVT-42-00201,MND-00054,CUST-00054,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-20 23:32:36+00:00,2026-07,199,0.692,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00202,MND-00026,CUST-00026,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-21 07:08:59+00:00,2026-08,999,0.601,U69,bank_downtime
EVT-42-00203,MND-00098,CUST-00098,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-08 20:01:42+00:00,2026-08,199,0.675,U54,authentication_failure
EVT-42-00204,MND-00033,CUST-00033,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-15 08:10:49+00:00,2026-08,4999,0.858,ERR_UNMAPPED_9007,unknown
EVT-42-00205,MND-00042,CUST-00042,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-24 06:35:45+00:00,2026-08,499,0.626,UMN,mandate_revoked
EVT-42-00206,MND-00114,CUST-00114,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-26 03:42:52+00:00,2026-08,499,0.711,U54,authentication_failure
EVT-42-00207,MND-00136,CUST-00136,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-14 07:00:21+00:00,2026-08,999,0.602,XZ-991,unknown
EVT-42-00208,MND-00096,CUST-00096,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-27 16:45:51+00:00,2026-08,999,0.686,U69,bank_downtime
EVT-42-00209,MND-00131,CUST-00131,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-27 06:16:27+00:00,2026-08,199,0.612,U14,insufficient_funds
EVT-42-00210,MND-00123,CUST-00123,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-15 04:10:38+00:00,2026-08,4999,0.627,U14,insufficient_funds
EVT-42-00211,MND-00069,CUST-00069,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-21 16:23:18+00:00,2026-08,4999,0.761,U69,bank_downtime
EVT-42-00212,MND-00110,CUST-00110,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-06 21:01:12+00:00,2026-08,2999,0.773,U16,payer_limit_exceeded
EVT-42-00213,MND-00047,CUST-00047,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-30 02:38:23+00:00,2026-08,2999,0.82,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00214,MND-00066,CUST-00066,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-17 20:26:58+00:00,2026-08,999,0.887,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00215,MND-00077,CUST-00077,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-10 09:44:54+00:00,2026-08,999,0.559,BANK_NOT_AVAILABLE,bank_downtime
EVT-42-00216,MND-00138,CUST-00138,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-18 18:19:46+00:00,2026-07,999,0.849,U30,bank_downtime
EVT-42-00217,MND-00122,CUST-00122,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-02 20:58:32+00:00,2026-08,199,0.616,U90,technical_decline
EVT-42-00218,MND-00070,CUST-00070,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-22 05:21:58+00:00,2026-07,199,0.953,U69,bank_downtime
EVT-42-00219,MND-00093,CUST-00093,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-15 20:33:03+00:00,2026-08,499,0.709,U14,insufficient_funds
EVT-42-00220,MND-00029,CUST-00029,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-10 07:54:53+00:00,2026-08,999,0.851,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00221,MND-00115,CUST-00115,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-12 07:21:57+00:00,2026-08,199,0.591,U14,insufficient_funds
EVT-42-00222,MND-00079,CUST-00079,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-22 22:33:17+00:00,2026-07,199,0.935,UMN,mandate_revoked
EVT-42-00223,MND-00076,CUST-00076,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-18 19:50:58+00:00,2026-07,4999,0.739,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00224,MND-00110,CUST-00110,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-18 04:56:07+00:00,2026-07,499,0.773,U69,bank_downtime
EVT-42-00225,MND-00091,CUST-00091,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-07-28 11:49:30+00:00,2026-07,999,0.566,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00226,MND-00010,CUST-00010,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-08-08 21:05:16+00:00,2026-08,999,0.9,AUTH_TIMEOUT,authentication_failure
EVT-42-00227,MND-00041,CUST-00041,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-06 00:11:51+00:00,2026-08,2999,0.799,M014,mandate_paused
EVT-42-00228,MND-00025,CUST-00025,SBI,UPI_AUTOPAY,SBI:UPI_AUTOPAY,2026-07-17 17:38:26+00:00,2026-07,2999,0.588,MANDATE_SUSPENDED,mandate_paused
EVT-42-00229,MND-00105,CUST-00105,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-18 23:54:14+00:00,2026-08,499,0.977,MANDATE_SUSPENDED,mandate_paused
EVT-42-00230,MND-00005,CUST-00005,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-15 01:49:13+00:00,2026-08,4999,0.835,U16,payer_limit_exceeded
EVT-42-00231,MND-00029,CUST-00029,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-21 23:36:08+00:00,2026-07,499,0.851,U30,bank_downtime
EVT-42-00232,MND-00086,CUST-00086,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-13 10:43:10+00:00,2026-08,4999,0.863,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00233,MND-00100,CUST-00100,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-20 00:09:58+00:00,2026-08,999,0.66,UMN,mandate_revoked
EVT-42-00234,MND-00072,CUST-00072,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-05 10:07:58+00:00,2026-08,199,0.754,INSUFFICIENT_FUNDS,insufficient_funds
EVT-42-00235,MND-00123,CUST-00123,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-08-16 09:58:08+00:00,2026-08,2999,0.627,U54,authentication_failure
EVT-42-00236,MND-00132,CUST-00132,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-07-21 14:41:02+00:00,2026-07,199,0.556,U14,insufficient_funds
EVT-42-00237,MND-00019,CUST-00019,ICICI,UPI_AUTOPAY,ICICI:UPI_AUTOPAY,2026-07-21 20:57:15+00:00,2026-07,2999,0.849,U16,payer_limit_exceeded
EVT-42-00238,MND-00137,CUST-00137,HDFC,UPI_AUTOPAY,HDFC:UPI_AUTOPAY,2026-08-17 10:15:20+00:00,2026-08,199,0.768,U54,authentication_failure
EVT-42-00239,MND-00088,CUST-00088,AXIS,UPI_AUTOPAY,AXIS:UPI_AUTOPAY,2026-08-07 02:27:54+00:00,2026-08,499,0.596,INSUFFICIENT_FUNDS,insufficient_funds
